cWed Feb  5 09:51:21 2020 [pid 2] CONNECT: Client "192.168.81.235"
Fri Feb  7 14:57:20 2020 [pid 2] FTP response: Client "13.127.176.218", "220 (vsFTPd 3.0.3)"
Fri Feb  7 14:57:34 2020 [pid 2] FTP command: Client "13.127.176.218", "USER crio-user"
Fri Feb  7 14:57:34 2020 [pid 2] [crio-user] FTP response: Client "13.127.176.218", "331 Please specify the password."
Fri Feb  7 14:57:42 2020 [pid 2] [crio-user] FTP command: Client "13.127.176.218", "PASS <password>"
Fri Feb  7 14:57:42 2020 [pid 1] [crio-user] OK LOGIN: Client "13.127.176.218"
Fri Feb  7 14:57:43 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "230 Login successful."
Fri Feb  7 14:57:43 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "SYST"
Fri Feb  7 14:57:43 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "215 UNIX Type: L8"
Fri Feb  7 14:58:44 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PORT 192,168,95,196,133,19"
Fri Feb  7 14:58:44 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "500 Illegal PORT command."
Fri Feb  7 14:58:49 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 14:58:49 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 14:58:49 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "LIST"
Fri Feb  7 14:58:49 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Here comes the directory listing."
Fri Feb  7 14:58:49 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Directory send OK."
Fri Feb  7 14:58:56 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "CWD ftp_client/"
Fri Feb  7 14:58:56 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "250 Directory successfully changed."
Fri Feb  7 14:59:02 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PWD"
Fri Feb  7 14:59:02 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "257 "/home/crio-user/ftp_client" is the current directory"
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "TYPE I"
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "200 Switching to Binary mode."
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "RETR server_transfer.txt"
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "550 Failed to open file."
Fri Feb  7 14:59:30 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:00:34 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:00:34 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 15:00:34 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "RETR server_transfer.txt"
Fri Feb  7 15:00:34 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "550 Failed to open file."
Fri Feb  7 15:00:34 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_server/server_transfer.txt"
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_server/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:00:42 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_server/server_transfer.txt"
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_server/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:00:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_server/server_transfer.txt"
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_server/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:01:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_server/server_transfer.txt"
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_server/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:01:35 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:06:35 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "421 Timeout."
Fri Feb  7 15:10:36 2020 [pid 2] CONNECT: Client "13.127.176.218"
Fri Feb  7 15:10:36 2020 [pid 2] FTP response: Client "13.127.176.218", "220 (vsFTPd 3.0.3)"
Fri Feb  7 15:10:41 2020 [pid 2] FTP command: Client "13.127.176.218", "USER crio-user"
Fri Feb  7 15:10:41 2020 [pid 2] [crio-user] FTP response: Client "13.127.176.218", "331 Please specify the password."
Fri Feb  7 15:10:48 2020 [pid 2] [crio-user] FTP command: Client "13.127.176.218", "PASS <password>"
Fri Feb  7 15:10:48 2020 [pid 1] [crio-user] OK LOGIN: Client "13.127.176.218"
Fri Feb  7 15:10:48 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "230 Login successful."
Fri Feb  7 15:10:48 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "SYST"
Fri Feb  7 15:10:48 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "215 UNIX Type: L8"
Fri Feb  7 15:10:52 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PORT 192,168,95,196,138,43"
Fri Feb  7 15:10:52 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "500 Illegal PORT command."
Fri Feb  7 15:11:02 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "CWD ftp_server/"
Fri Feb  7 15:11:02 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "250 Directory successfully changed."
Fri Feb  7 15:11:13 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PWD"
Fri Feb  7 15:11:13 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "257 "/home/crio-user/ftp_server" is the current directory"
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "TYPE I"
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "200 Switching to Binary mode."
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:11:33 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:12:32 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:12:33 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:12:33 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:12:34 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 15:12:34 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 15:12:37 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:12:38 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:12:38 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:12:41 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 15:12:42 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 15:12:42 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 15:12:42 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 15:12:46 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 15:12:46 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 15:17:46 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "421 Timeout."
Fri Feb  7 15:23:57 2020 [pid 2] CONNECT: Client "185.173.35.53"
Fri Feb  7 15:23:57 2020 [pid 2] FTP response: Client "185.173.35.53", "220 (vsFTPd 3.0.3)"
Fri Feb  7 15:23:58 2020 [pid 2] FTP command: Client "185.173.35.53", "AUTH TLS"
Fri Feb  7 15:23:58 2020 [pid 2] FTP response: Client "185.173.35.53", "530 Please login with USER and PASS."
Fri Feb  7 16:38:43 2020 [pid 2] CONNECT: Client "13.127.176.218"
Fri Feb  7 16:38:43 2020 [pid 2] FTP response: Client "13.127.176.218", "220 (vsFTPd 3.0.3)"
Fri Feb  7 16:38:47 2020 [pid 2] FTP command: Client "13.127.176.218", "USER crio-user"
Fri Feb  7 16:38:47 2020 [pid 2] [crio-user] FTP response: Client "13.127.176.218", "331 Please specify the password."
Fri Feb  7 16:38:50 2020 [pid 2] [crio-user] FTP command: Client "13.127.176.218", "PASS <password>"
Fri Feb  7 16:38:50 2020 [pid 1] [crio-user] OK LOGIN: Client "13.127.176.218"
Fri Feb  7 16:38:50 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "230 Login successful."
Fri Feb  7 16:38:50 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "SYST"
Fri Feb  7 16:38:50 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "215 UNIX Type: L8"
Fri Feb  7 16:38:53 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PORT 192,168,95,196,174,207"
Fri Feb  7 16:38:53 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "500 Illegal PORT command."
Fri Feb  7 16:38:59 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:38:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 16:38:59 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "LIST"
Fri Feb  7 16:38:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Here comes the directory listing."
Fri Feb  7 16:38:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Directory send OK."
Fri Feb  7 16:41:30 2020 [pid 2] CONNECT: Client "13.127.176.218"
Fri Feb  7 16:41:30 2020 [pid 2] FTP response: Client "13.127.176.218", "220 (vsFTPd 3.0.3)"
Fri Feb  7 16:41:34 2020 [pid 2] FTP command: Client "13.127.176.218", "USER crio-user"
Fri Feb  7 16:41:34 2020 [pid 2] [crio-user] FTP response: Client "13.127.176.218", "331 Please specify the password."
Fri Feb  7 16:41:41 2020 [pid 2] [crio-user] FTP command: Client "13.127.176.218", "PASS <password>"
Fri Feb  7 16:41:41 2020 [pid 1] [crio-user] OK LOGIN: Client "13.127.176.218"
Fri Feb  7 16:41:41 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "230 Login successful."
Fri Feb  7 16:41:41 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "SYST"
Fri Feb  7 16:41:41 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "215 UNIX Type: L8"
Fri Feb  7 16:41:46 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:41:46 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 16:41:46 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "LIST"
Fri Feb  7 16:41:46 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Here comes the directory listing."
Fri Feb  7 16:41:46 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Directory send OK."
Fri Feb  7 16:41:57 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "CWD ftp_client"
Fri Feb  7 16:41:57 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "250 Directory successfully changed."
Fri Feb  7 16:41:58 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:41:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 16:41:59 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "LIST"
Fri Feb  7 16:41:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Here comes the directory listing."
Fri Feb  7 16:41:59 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Directory send OK."
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "TYPE I"
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "200 Switching to Binary mode."
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "RETR server_transfer.txt"
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "550 Failed to open file."
Fri Feb  7 16:42:18 2020 [pid 3] [crio-user] FAIL DOWNLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/server_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 16:42:25 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PWD"
Fri Feb  7 16:42:25 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "257 "/home/crio-user/ftp_client" is the current directory"
Fri Feb  7 16:43:02 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "CWD .."
Fri Feb  7 16:43:02 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "250 Directory successfully changed."
Fri Feb  7 16:43:09 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "CWD ftp_server"
Fri Feb  7 16:43:09 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "250 Directory successfully changed."
Fri Feb  7 16:43:23 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PWD"
Fri Feb  7 16:43:23 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "257 "/home/crio-user/ftp_server" is the current directory"
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,147)."
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "STOR /home/crio-user/ftp_client/client_transfer.txt"
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Ok to send data."
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] OK UPLOAD: Client "13.127.176.218", "/home/crio-user/ftp_client/client_transfer.txt", 0.00Kbyte/sec
Fri Feb  7 16:44:16 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Transfer complete."
Fri Feb  7 16:44:43 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PWD"
Fri Feb  7 16:44:43 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "257 "/home/crio-user/ftp_server" is the current directory"
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "TYPE A"
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "200 Switching to ASCII mode."
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "227 Entering Passive Mode (192,168,95,196,31,146)."
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "LIST"
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "150 Here comes the directory listing."
Fri Feb  7 16:45:26 2020 [pid 3] [crio-user] FTP response: Client "13.127.176.218", "226 Directory send OK."
Fri Feb  7 16:46:30 2020 [pid 3] [crio-user] FTP command: Client "13.127.176.218", "PASV"
